"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6185"," Successfully  Verify Product Name and Total price   ","","Thu May 15 14:43:53 BDT 2025","failed","Thu May 15 14:43:59 BDT 2025","","SauceDemo site Automation Product Pruchase journey","",""
"","1","should timeout when no port is listening","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilUsedOnHost","",""
"","1","getProxyForUrl(""https://example"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy empty","",""
"","1","getProxyForUrl(""http://127.0.0.1"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=127.0.0.1/32 (CIDR is NOT supported)","",""
"","0","should reject promise when given an invalid port using arg object","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilUsed","",""
"","1","getProxyForUrl(""http://example"") === ""http://priority""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: NPM proxy configuration: npm_config_proxy should work","",""
"","2","getProxyForUrl(null) === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: Invalid URLs","",""
"","0","should return true for a used port with default host value","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","check functionality for unused port","",""
"","1","should reject promise for invalid port number using an arg obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilFreeOnHost","",""
"","0","getProxyForUrl(""https://example"") === ""http://catch-all""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: all_proxy","",""
"","3240"," Successfully  LogIn   ","","Thu May 15 14:43:38 BDT 2025","passed","Thu May 15 14:43:42 BDT 2025","","SauceDemo site Automation Product Pruchase journey","",""
"","1","getProxyForUrl(""ftp://example"") === ""http://ftp-proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: ftp_proxy","",""
"","1","getProxyForUrl(""http://host/example"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=*example (substring suffix)","",""
"","8349"," Successfully  LogIn ","","Thu May 15 12:24:50 BDT 2025","passed","Thu May 15 12:24:59 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","631"," Successfully  Reset App State   ","","Tue May 20 11:26:46 BDT 2025","passed","Tue May 20 11:26:47 BDT 2025","","SauceDemo site Automation Product Pruchase journey","",""
"","1","getProxyForUrl(""http://example.no"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=example:80 (host + port)","",""
"","1","getProxyForUrl(""http://sub.example:80"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=.example (host suffix)","",""
"","1","getProxyForUrl(""http://example"") === ""http://noscheme""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: all_proxy without scheme","",""
"","1","getProxyForUrl(""http://ZzZ"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy should not be case-sensitive","",""
"","0","getProxyForUrl(""https://example"") === ""http://https-proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: NPM proxy configuration: HTTP_PROXY and HTTPS_PROXY should take precedence over npm_config_proxy","",""
"","1","should timeout when no port is listening","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitForStatus","",""
"","1","getProxyForUrl(""http://example:1337"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=example:80 (host + port)","",""
"","1","getProxyForUrl(""http://sub.example"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=*.example (host suffix with *.)","",""
"","0","should reject promise when given an invalid port using an arg object","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilUsedOnHost","",""
"","3287"," Successfully  CheckOut page   ","","Tue May 20 11:26:50 BDT 2025","passed","Tue May 20 11:26:53 BDT 2025","","SauceDemo site Automation Product Pruchase journey","",""
"","9667"," Successfully  Order and Logout   ","","Tue May 20 11:26:56 BDT 2025","passed","Tue May 20 11:27:06 BDT 2025","","SauceDemo site Automation Product Pruchase journey","",""
"","1","getProxyForUrl(""http://127.0.0.1"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=127.0.0.1 does NOT match localhost","",""
"","0","getProxyForUrl(""http://10.0.0.1:1337/"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=[::1],[::2]:80,10.0.0.1,10.0.0.2:80 (IP addresses)","",""
"","1","getProxyForUrl(""https://example"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: NPM proxy configuration: npm_config_https_proxy should work","",""
"","8450"," Successfully  LogIn ","","Sat May 10 13:16:15 BDT 2025","passed","Sat May 10 13:16:23 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","1","getProxyForUrl(""https://example"") === ""http://priority""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: https_proxy and HTTPS_PROXY","",""
"","2","getProxyForUrl(""http://[::2]/"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=[::1],[::2]:80,10.0.0.1,10.0.0.2:80 (IP addresses)","",""
"","1","getProxyForUrl(""http://[::2]:1337/"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=[::1],[::2]:80,10.0.0.1,10.0.0.2:80 (IP addresses)","",""
"","17840"," Successfully  Reset App State and Sort    ","","Tue May 20 11:27:14 BDT 2025","passed","Tue May 20 11:27:32 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","9673"," Successfully  Order and Logout   ","","Sat May 10 13:16:48 BDT 2025","passed","Sat May 10 13:16:57 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","1","getProxyForUrl(""http://10.0.0.2:1337/"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=[::1],[::2]:80,10.0.0.1,10.0.0.2:80 (IP addresses)","",""
"","1","getProxyForUrl(""http://x.prefexample"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=.*example (arbitrary wildcards are NOT supported)","",""
"","3082"," Successfully  Add to Cart Product   ","","Sat May 10 13:16:41 BDT 2025","passed","Sat May 10 13:16:44 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","0","getProxyForUrl(""http://10.0.0.1/"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=[::1],[::2]:80,10.0.0.1,10.0.0.2:80 (IP addresses)","",""
"","1","should wait until the port is listening","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilUsedOnHost","",""
"","2","getProxyForUrl(""http://[::1]:80/"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=[::1],[::2]:80,10.0.0.1,10.0.0.2:80 (IP addresses)","",""
"","2","should timeout when no port is listening using an arg obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilUsedOnHost","",""
"","1","should not accept port number > 65535 in an obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","check arguments","",""
"","2","getProxyForUrl(""http://example:80"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=example (single host)","",""
"","1","getProxyForUrl(""http://example:80"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=.example (host suffix)","",""
"","0","getProxyForUrl(""://example.com"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: Invalid URLs","",""
"","0","should wait until the port is listening using arg obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitForStatus","",""
"","2","getProxyForUrl(""http://example:1337"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=sub.example (subdomain)","",""
"","1","getProxyForUrl(""http://zZz"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy should not be case-sensitive","",""
"","234"," Successfully  CheckOut page   ","","Sat May 10 13:16:44 BDT 2025","passed","Sat May 10 13:16:44 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","0","should wait until the port is listening using arg obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilUsed","",""
"","0","getProxyForUrl(""ftp://xxx:1337"") === ""http://ftp""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy with protocols that have a default port","",""
"","0","getProxyForUrl(""ftp://xxx"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy with protocols that have a default port","",""
"","17795"," Successfully  Reset App State and Sort    ","","Sat May 10 13:16:23 BDT 2025","passed","Sat May 10 13:16:41 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","0","should reject promise when given an invalid port","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitForStatus","",""
"","1","getProxyForUrl(""http://xxx:1337"") === ""http://http""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy with protocols that have a default port","",""
"","1","should return false for an unused port and default host","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","check functionality for unused port","",""
"","1","getProxyForUrl(""http://sub.example"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=sub.example (subdomain)","",""
"","8151"," Successfully  LogIn ","","Tue May 20 11:27:06 BDT 2025","passed","Tue May 20 11:27:14 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","3","getProxyForUrl(""http://example"") === ""http://http-proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: NPM proxy configuration: npm_config_proxy should work","",""
"","1","getProxyForUrl(""http://example:0"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=sub.example (subdomain)","",""
"","0","getProxyForUrl({""protocol"":""http:"",""slashes"":true,""auth"":null,""host"":""example"",""port"":null,""hostname"":""example"",""hash"":null,""search"":null,""query"":null,""pathname"":""/"",""path"":""/"",""href"":""http://example/""}) === ""http://http-proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: http_proxy and HTTP_PROXY","",""
"","1","should timeout when no port is listening using arg obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitForStatus","",""
"","0","getProxyForUrl(""http://example:80"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=sub.example (subdomain)","",""
"","1","getProxyForUrl(""http://example"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=sub.example (subdomain)","",""
"","0","should return false for an unused port and default host using arg object","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","check functionality for unused port","",""
"","1","getProxyForUrl(""https://example"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: https_proxy and HTTPS_PROXY","",""
"","0","getProxyForUrl(""http://example"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=.*example (arbitrary wildcards are NOT supported)","",""
"","3517","Try LogIn and verify the message ","","Sat May 10 13:16:15 BDT 2025","passed","Sat May 10 13:16:18 BDT 2025","","SauceDemo site Automation journey","",""
"","1","getProxyForUrl(""http://example.sub"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=sub.example (subdomain)","",""
"","0","getProxyForUrl(""http://a.b.example"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=*.example (host suffix with *.)","",""
"","1","getProxyForUrl(""http://a.b.example"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=*example (substring suffix)","",""
"","1","should return true for a used port with given host value using arg obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","check functionality for unused port","",""
"","2","getProxyForUrl(""http://localhost"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=127.0.0.1 does NOT match localhost","",""
"","3098"," Successfully  Verify Product Name and Total price   ","","Tue May 20 11:27:35 BDT 2025","passed","Tue May 20 11:27:39 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","3103"," Successfully  Verify Product Name and Total price   ","","Sat May 10 13:16:44 BDT 2025","passed","Sat May 10 13:16:48 BDT 2025","","SauceDemo site Automation Product Pruchase journey1","",""
"","2","should return true for a used port with default host value in an obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","check functionality for unused port","",""
"","1","getProxyForUrl(""ws://xxx"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy with protocols that have a default port","",""
"","42041"," LogIn and Product Purchase1 ","","Thu May 08 17:45:57 BDT 2025","passed","Thu May 08 17:46:39 BDT 2025","","SauceDemo site Automation journey","",""
"","0","getProxyForUrl(""https://xxx:443"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy with protocols that have a default port","",""
"","1","getProxyForUrl(""http://[::1]/"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=[::1],[::2]:80,10.0.0.1,10.0.0.2:80 (IP addresses)","",""
"","1","should reject promise for used port number after timeout","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilFreeOnHost","",""
"","1","getProxyForUrl(""http://xxx"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy should not be case-sensitive","",""
"","1","getProxyForUrl(""https://example"") === ""https://noscheme""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: all_proxy without scheme","",""
"","1","getProxyForUrl(""http://[::2]:80/"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=[::1],[::2]:80,10.0.0.1,10.0.0.2:80 (IP addresses)","",""
"","1","getProxyForUrl(""http://a.b.example"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=.*example (arbitrary wildcards are NOT supported)","",""
"","0","should not accept port number < 0 in an obj","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","check arguments","",""
"","1","getProxyForUrl(""http://wow"") === ""http://crazy without colon slash slash""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: http_proxy with non-sensical value","",""
"","0","getProxyForUrl(""http://example"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=*.example (host suffix with *.)","",""
"","0","should fufill promise for free port number","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilFree","",""
"","1","getProxyForUrl(""ws://xxx:80"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy with protocols that have a default port","",""
"","1","getProxyForUrl(""http://example"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=example (single host)","",""
"","1","getProxyForUrl(""https://example"") === ""http://priority""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: NPM proxy configuration: npm_config_proxy should work","",""
"","1","getProxyForUrl(""http://sub.example:1337"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=.example (host suffix)","",""
"","0","should fufill promise for free port number and default retry and timeout","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","waitUntilFreeOnHost","",""
"","139","should calculate the sum of all numbers in the list","","Thu May 15 12:00:08 BDT 2025","broken","Thu May 15 12:00:08 BDT 2025","","Sum array from DOM using map","",""
"","0","getProxyForUrl(""http://example"") === ""http://http-proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: NPM proxy configuration: HTTP_PROXY and HTTPS_PROXY should take precedence over npm_config_proxy","",""
"","1","getProxyForUrl(""http://example:1337"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=example (single host)","",""
"","1","getProxyForUrl(""http://sub.example:1337"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=*.example (host suffix with *.)","",""
"","1","getProxyForUrl(""http://prefexample"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=example:80 (host + port)","",""
"","0","getProxyForUrl(""gopher://xxx:1337"") === ""http://gopher""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy with protocols that have a default port","",""
"","1","getProxyForUrl(""http://example:1337"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=.example (host suffix)","",""
"","1","getProxyForUrl(""http://example:80"") === ""http://proxy""","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy=*.example (host suffix with *.)","",""
"","1","getProxyForUrl(""bogus"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: all_proxy without scheme","",""
"","1","should return false for an unused port and given default host","","Thu May 15 12:00:07 BDT 2025","passed","Thu May 15 12:00:07 BDT 2025","","check functionality for unused port","",""
"","1","getProxyForUrl(""http://XXX"") === """"","","Thu May 15 12:08:16 BDT 2025","passed","Thu May 15 12:08:16 BDT 2025","","getProxyForUrl: no_proxy should not be case-sensitive","",""
